
169443,ECUAD,"240191PPSZET",34.1764
169444,ECUAD,"105651",73.3082
169445,ECUAD,"105653",76.2129
169446,ECUAD,"105654",78.7766
169447,ECUAD,"105590",98.7694
169448,ECUAD,"105602",100.991
169449,ECUAD,"105501",93.301
169450,ECUAD,"105502",106.288
169451,ECUAD,"105503",115.516
169452,ECUAD,"105504",123.718
169454,ECUAD,"106214",200.274
169455,ECUAD,"106216",229.494
169456,ECUAD,"106218",256.664
169457,ECUAD,"106312",187.628
169458,ECUAD,"106314",200.274
169459,ECUAD,"106316",229.494
169460,ECUAD,"106318",256.664
169461,ECUAD,"103701",300.581
169462,ECUAD,"103702",300.581
169463,ECUAD,"103703",300.581
169464,ECUAD,"103704",300.581
169465,ECUAD,"103705",300.581
169466,ECUAD,"103706",300.581
169467,ECUAD,"103707",300.581
169468,ECUAD,"103708",300.581
169469,ECUAD,"103901",367.225
169470,ECUAD,"103902",367.225
169471,ECUAD,"103903",367.225
169472,ECUAD,"103904",367.225
169473,ECUAD,"103905",367.225
169474,ECUAD,"103906",367.225
169475,ECUAD,"103907",367.225
169476,ECUAD,"103908",367.225
169477,ECUAD,"104001",497.95
169478,ECUAD,"104002",497.95
169479,ECUAD,"104003",497.95
169480,ECUAD,"104004",497.95
169481,ECUAD,"104005",497.95
169482,ECUAD,"104006",497.95
169483,ECUAD,"104007",497.95
169484,ECUAD,"104008",497.95
169485,ECUAD,"104101",403.794
169486,ECUAD,"104102",403.794
169487,ECUAD,"104103",403.794
169488,ECUAD,"104104",403.794
169489,ECUAD,"104105",403.794
169490,ECUAD,"104106",403.794
169491,ECUAD,"104107",403.794
169492,ECUAD,"104108",403.794
169493,ECUAD,"103804",2930.63
169494,ECUAD,"103803",3101.85
169495,ECUAD,"103800",0
169496,ECUAD,"103801",0
169497,ECUAD,"103802",3071.61
169498,ECUAD,"110910",502.393
169499,ECUAD,"110912",502.393
169500,ECUAD,"105802",20.3346
169501,ECUAD,"105804",26.6574
169502,ECUAD,"105806",28.879
169503,ECUAD,"105808",34.347
169504,ECUAD,"105814",26.8284
169505,ECUAD,"105816",32.809
169506,ECUAD,"105818",38.4483
169507,ECUAD,"105824",40.1571
169508,ECUAD,"105826",42.891
169509,ECUAD,"105828",52.8025
169510,ECUAD,"105834",63.2263
169511,ECUAD,"105836",54.1692
169512,ECUAD,"105838",63.2263
169513,ECUAD,"105840",71.2576
169514,ECUAD,"105841",82.1936
169515,ECUAD,"105902",20.3346
169516,ECUAD,"105904",26.6574
169517,ECUAD,"105906",28.879
169518,ECUAD,"105908",34.347
169519,ECUAD,"105914",26.8284
169520,ECUAD,"105916",32.809
169521,ECUAD,"105918",38.4483
169522,ECUAD,"105926",42.891
169523,ECUAD,"105928",52.8025
169524,ECUAD,"105934",45.1128
169525,ECUAD,"105936",54.1692
169526,ECUAD,"105938",63.2263
169527,ECUAD,"105940",71.2576
169528,ECUAD,"105942",82.1936
169529,ECUAD,POP60RB,751.539
169530,ECUAD,POP60RC,911.826
169531,ECUAD,PRO65,3265.56
169532,ECUAD,"100458",143.54
169533,ECUAD,"100464",215.823
169534,ECUAD,"352020P",26.8284
169535,ECUAD,"352025P",26.6574
169536,ECUAD,"352419",29.2206
169537,ECUAD,"352420P",29.9043
169538,ECUAD,"352425",32.4674
169539,ECUAD,"352425P",32.4674
169540,ECUAD,"352420",29.9043
169541,ECUAD,"101510",66.9855
169542,ECUAD,"154152",11.6195
169543,ECUAD,"154153",13.1576
169544,ECUAD,"154154",15.2083
169545,ECUAD,"154148",11.4489
169546,ECUAD,"154149",12.9868
169547,ECUAD,"154150",14.8662
169548,ECUAD,"154151",16.9166
169549,ECUAD,"100799",102.187
169550,ECUAD,"101573",15.3786
169551,ECUAD,"101575",26.8284
169552,ECUAD,"101578",54.5111
169553,ECUAD,"100704",62.0295
169554,ECUAD,"100703",457.451
169555,ECUAD,"100855",229.324
169556,ECUAD,"111003",28.0241
169557,ECUAD,"111003MP",24.7771
169558,ECUAD,"111003MPV",24.7771
169559,ECUAD,"111005",29.3913
169560,ECUAD,"111005MP",25.2904
169561,ECUAD,"111005MPV",25.2904
169562,ECUAD,"111007",37.9354
169563,ECUAD,"111007MP",34.005
169564,ECUAD,"111007MPV",34.005
169565,ECUAD,"106152",98.7694
169566,ECUAD,"106101",93.1304
169567,ECUAD,"106103",113.465
169568,ECUAD,"100411",11.1072
169569,ECUAD,"100412",11.9613
169570,ECUAD,"100413",0
169571,ECUAD,"100401",12.1325
169572,ECUAD,"100415",12.3029
169573,ECUAD,"100403",14.8662
169574,ECUAD,"400110",51.2645
169575,ECUAD,"400110F",50.4098
169576,ECUAD,"400112",64.2512
169577,ECUAD,"400112F",69.5483
169578,ECUAD,"400106",21.3602
169579,ECUAD,"400106F",27.6827
169580,ECUAD,"400108",35.714
169581,ECUAD,"400108F",37.2521
169582,ECUAD,"400210B",51.2645
169583,ECUAD,"400210F",50.4098
169584,ECUAD,"400212B",64.7636
169585,ECUAD,"400212F",69.7196
169586,ECUAD,"400206B",20.1634
169587,ECUAD,"400206F",23.7525
169588,ECUAD,"400208B",35.5431
169589,ECUAD,"400208F",37.2521
169590,ECUAD,"400310",55.8782
169591,ECUAD,"400310F",59.1248
169592,ECUAD,"400312",84.4154
169593,ECUAD,"400312F",85.2697
169594,ECUAD,"400314B",111.757
169595,ECUAD,"400306",29.2206
169596,ECUAD,"400306F",31.7837
169597,ECUAD,"400308",36.3974
169598,ECUAD,"400308F",41.524
169599,ECUAD,"400406F",14.695
169600,ECUAD,"400410",23.5814
169601,ECUAD,"400410F",29.3913
169602,ECUAD,"400412",41.0114
169603,ECUAD,"400412F",38.2773
169604,ECUAD,"400406",9.5688
169605,ECUAD,"400408",18.7967
169606,ECUAD,"400408F",23.9228
169607,ECUAD,"400610",37.7644
169608,ECUAD,"400606",14.8662
169609,ECUAD,"400608",33.1509
169610,ECUAD,"400810",109.706
169611,ECUAD,"400806",27.6827
169612,ECUAD,"400808",45.6251
169613,ECUAD,"834050",9.91092
169614,ECUAD,"854050",9.91092
169615,ECUAD,"874050",9.91092
169616,ECUAD,"104083",28.879
169617,ECUAD,"104083MP",24.2649
169618,ECUAD,"064083",23.4104
169619,ECUAD,"064083MP",20.5055
169620,ECUAD,"074083",24.0938
169621,ECUAD,"074083MP",21.531
169622,ECUAD,"084083",24.6069
169623,ECUAD,"084083MP",21.7013
169624,ECUAD,"094083",26.8284
169625,ECUAD,"094083MP",24.0938
169626,ECUAD,"410110",42.2077
169627,ECUAD,"410110F",42.2077
169628,ECUAD,"410112",68.3528
169629,ECUAD,"410106",25.4606
169630,ECUAD,"410108",27.5117
169631,ECUAD,"410410B",38.9607
169632,ECUAD,"410408B",26.1447
169633,ECUAD,"100372",37.423
169634,ECUAD,"115005",37.7644
169635,ECUAD,"115010",56.3905
169636,ECUAD,"115004",85.9534
169637,ECUAD,"180164",34.6889
169638,ECUAD,"200164",34.6889
169639,ECUAD,"210191NE",34.518
169640,ECUAD,"240191NE",34.518
169641,ECUAD,"240191E",34.518
169642,ECUAD,"240191PPSZET",30.9294
169643,ECUAD,"240191BBM",43.233
169644,ECUAD,"240191BE",34.8597
169645,ECUAD,"120465BM",31.7837
169646,ECUAD,"135446",37.423
169647,ECUAD,"140066BM",34.347
169648,ECUAD,"160066BM",34.347
169649,ECUAD,"180066BM",34.347
169650,ECUAD,"200066BM",34.347
169651,ECUAD,"240706A",34.005
169652,ECUAD,"140721",32.9799
169653,ECUAD,"160721",32.9799
169654,ECUAD,"180721",32.9799
169655,ECUAD,"150898AD",49.2137
169656,ECUAD,"150898AI",49.2137
169657,ECUAD,"105010",39.9863
169658,ECUAD,"105051",44.429
169659,ECUAD,"105011",45.6251
169660,ECUAD,"105052",50.2392
169661,ECUAD,"105012",50.0684
169662,ECUAD,"105053",55.5364
169663,ECUAD,"105013",56.9035
169664,ECUAD,"105054",63.7389
169665,ECUAD,"105015",79.6309
169666,ECUAD,"105460",204.887
169667,ECUAD,"105462",236.671
169668,ECUAD,"105452",49.3847
169669,ECUAD,"105453",64.5932
169670,ECUAD,"105454",80.485
169671,ECUAD,"105456",140.294
169672,ECUAD,"105458",179.425
169673,ECUAD,"155842",170.882
169674,ECUAD,"155862",182.673
169675,ECUAD,"155820",54.5111
169676,ECUAD,"155806",95.3519
169677,ECUAD,"155809",89.7124
169678,ECUAD,"155816",97.0608
169679,ECUAD,"155853",92.6178
169680,ECUAD,"155884",129.528
169681,ECUAD,"155883",137.388
169682,ECUAD,"155858",159.945
169683,ECUAD,"155846",200.957
169684,ECUAD,"154198",29.3913
169685,ECUAD,"154199",33.3217
169686,ECUAD,"154200",37.9354
169687,ECUAD,"154224",111.073
169688,ECUAD,"154184",108.168
169689,ECUAD,"154225",112.782
169690,ECUAD,"154185",110.39
169691,ECUAD,"154226",115.687
169692,ECUAD,"154186",111.927
169693,ECUAD,"155881",61.1752
169694,ECUAD,"100874",41.353
169695,ECUAD,"100875",45.1128
169696,ECUAD,"100877",51.0935
169697,ECUAD,"108090",78.7766
169698,ECUAD,RODEL10U,75.0166
169699,ECUAD,RODEL6U,55.1948
169700,ECUAD,RODEL8U,66.473
169701,ECUAD,"154121",8.03132
169702,ECUAD,"154122",8.03132
169703,ECUAD,"100034",84.9277
169704,ECUAD,"100036",96.7188
169705,ECUAD,"100038",100.137
169706,ECUAD,"100040",105.776
169707,ECUAD,"100042",107.484
169708,ECUAD,"100044",109.022
169709,ECUAD,"100164",71.2576
169710,ECUAD,"100421",63.5675
169711,ECUAD,"100424",73.65
169712,ECUAD,"100430",83.5611
169713,ECUAD,"100618FBL",68.0108
